"","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp"
"3295",13,98,"High","Medium","Yes",5,89,"High","Yes",1,"High","Medium","Public","Negative",3,"No","High School","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3296",14,79,"Medium","Medium","No",9,74,"Medium","Yes",1,"Medium","Medium","Public","Neutral",4,"No","High School","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3297",30,62,"Medium","High","Yes",6,63,"Medium","Yes",2,"Low","High","Public","Positive",4,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3298",14,89,"High","Medium","No",6,82,"High","Yes",2,"Medium","Medium","Public","Negative",4,"No","College","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3299",13,73,"Medium","High","Yes",7,60,"High","Yes",0,"High","High","Public","Neutral",3,"No","College","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"3300",27,86,"Medium","Medium","No",6,74,"Medium","Yes",2,"High","High","Private","Neutral",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3301",22,71,"Medium","Medium","Yes",8,60,"Low","Yes",1,"Medium","High","Public","Neutral",4,"No","High School","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3302",14,83,"Medium","High","Yes",8,88,"Low","Yes",0,"High","Medium","Public","Negative",2,"Yes","High School","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3303",21,91,"Medium","Medium","Yes",6,66,"High","Yes",0,"Medium","Medium","Public","Positive",2,"Yes","College","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3304",14,97,"Medium","Low","No",7,72,"High","Yes",1,"Low","Low","Public","Neutral",3,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3305",27,70,"Low","Low","Yes",7,88,"Medium","No",1,"High","Medium","Public","Neutral",3,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3306",26,73,"High","High","Yes",8,83,"Low","Yes",2,"Medium","Medium","Public","Positive",4,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3307",23,79,"Low","Medium","Yes",6,70,"Medium","Yes",3,"Medium","High","Public","Negative",4,"No","Postgraduate","Moderate","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3308",22,97,"Medium","Medium","Yes",6,54,"Medium","No",2,"Low","Medium","Public","Neutral",2,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3309",23,96,"Medium","Low","No",5,96,"Low","Yes",3,"Low","High","Private","Neutral",2,"No","College","Moderate","Female",74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"3310",20,64,"High","Low","Yes",6,50,"High","Yes",0,"Low","Medium","Private","Neutral",2,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3311",13,65,"Medium","High","No",5,87,"Low","Yes",1,"Medium","Medium","Public","Positive",2,"Yes","High School","Moderate","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3312",23,80,"High","High","Yes",7,97,"Medium","Yes",0,"Medium","Medium","Private","Neutral",3,"No","High School","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3313",26,64,"Low","Medium","Yes",9,65,"Medium","Yes",0,"Medium","Medium","Public","Negative",2,"No","College","Moderate","Male",65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3314",14,74,"Medium","Medium","Yes",8,54,"High","Yes",2,"Low","Low","Public","Neutral",2,"No","High School","Moderate","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3315",18,66,"High","High","No",9,62,"Medium","Yes",2,"High","Medium","Public","Neutral",4,"No","High School","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3316",22,85,"High","Medium","No",7,66,"Low","Yes",0,"Low","Medium","Private","Positive",4,"No","College","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3317",20,98,"Medium","High","Yes",4,73,"Medium","Yes",2,"Medium","Low","Private","Positive",1,"No","High School","Far","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3318",14,100,"Medium","Low","No",7,76,"Low","Yes",1,"Medium","Medium","Private","Neutral",3,"No","Postgraduate","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3319",27,75,"Low","Medium","No",10,86,"Medium","No",3,"Medium","Medium","Private","Positive",6,"No","Postgraduate","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3320",13,84,"Medium","High","Yes",6,95,"Medium","Yes",1,"Low","Medium","Private","Neutral",3,"No","Postgraduate","Far","Male",73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3321",21,94,"Medium","Medium","Yes",7,73,"Medium","Yes",1,"Medium","Medium","Private","Positive",5,"No","College","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3322",15,65,"Low","High","Yes",5,87,"Medium","Yes",0,"Low","High","Private","Neutral",4,"No","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3323",11,88,"High","Medium","Yes",7,56,"Low","Yes",2,"Medium","Medium","Public","Neutral",2,"No","College","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3324",22,76,"High","Low","Yes",7,66,"Low","Yes",1,"Low","High","Private","Positive",4,"No","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3325",27,68,"Low","High","No",4,56,"Medium","Yes",0,"Low","High","Public","Neutral",1,"No","Postgraduate","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"3326",23,76,"Medium","Low","Yes",5,85,"Medium","Yes",1,"Medium","Low","Public","Neutral",3,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3327",20,63,"High","High","Yes",5,95,"Medium","Yes",2,"High","High","Public","Positive",3,"No","College","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3328",16,88,"Medium","High","Yes",5,94,"High","Yes",4,"Medium","Medium","Private","Positive",6,"No","College","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3329",13,70,"Medium","High","Yes",6,66,"Medium","Yes",1,"Medium","Medium","Public","Negative",4,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"3330",25,72,"Medium","High","Yes",8,62,"Medium","Yes",2,"Low","Medium","Public","Positive",2,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3331",25,65,"Low","Medium","No",6,64,"Medium","Yes",1,"Medium","Medium","Private","Negative",4,"No","College","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3332",11,95,"Medium","Medium","Yes",9,64,"High","Yes",4,"Low","Medium","Public","Positive",4,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3333",30,80,"High","High","No",6,54,"High","Yes",1,"High","Medium","Public","Positive",3,"No","High School","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3334",23,83,"Medium","Low","Yes",7,57,"Medium","No",2,"Medium","High","Public","Positive",4,"No","High School","Moderate","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3335",28,83,"Medium","Low","No",8,61,"Medium","Yes",1,"Low","Medium","Private","Negative",5,"Yes","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3336",12,76,"Medium","Medium","Yes",9,50,"Medium","Yes",2,"Medium","High","Public","Negative",3,"No","College","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3337",12,68,"High","Low","No",6,52,"Low","Yes",5,"High","High","Public","Neutral",3,"No","College","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3338",19,90,"High","High","No",8,85,"Medium","Yes",2,"Medium","Medium","Public","Neutral",4,"No","College","Near","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3339",23,65,"Low","Medium","Yes",6,81,"Low","Yes",2,"Low","Medium","Public","Neutral",2,"No","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3340",25,64,"High","Medium","No",10,97,"Low","Yes",2,"Medium","Medium","Private","Negative",4,"No","High School","Far","Female",67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3341",24,88,"Low","Medium","Yes",5,70,"Medium","No",1,"Low","Medium","Private","Positive",2,"No","Postgraduate","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3342",19,68,"Low","High","Yes",8,72,"High","Yes",2,"Low","High","Private","Neutral",3,"No","College","Far","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3343",14,72,"Medium","High","No",9,53,"Medium","Yes",4,"Medium","Medium","Public","Negative",3,"No","Postgraduate","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3344",27,79,"Medium","Low","Yes",5,58,"High","Yes",2,"Medium","Medium","Private","Neutral",1,"No","Postgraduate","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3345",14,78,"Medium","High","Yes",8,85,"Medium","Yes",2,"Low","Medium","Private","Negative",4,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3346",30,88,"Medium","Medium","Yes",6,62,"High","Yes",4,"Low","Medium","Private","Positive",5,"No","College","Far","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3347",18,85,"Low","Medium","Yes",10,89,"Medium","Yes",1,"High","Medium","Private","Positive",3,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3348",30,86,"Medium","High","No",4,85,"High","Yes",2,"Medium","Medium","Private","Neutral",5,"Yes","Postgraduate","Far","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3349",24,89,"Medium","Medium","Yes",5,87,"Medium","No",3,"High","Medium","Public","Neutral",0,"No","High School","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3350",19,72,"Medium","Medium","Yes",5,85,"High","Yes",1,"Low","Medium","Private","Neutral",4,"No","College","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3351",17,73,"Low","Medium","Yes",5,85,"High","Yes",3,"Medium","Medium","Public","Positive",1,"No","College","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3352",18,78,"Low","Low","Yes",7,77,"Medium","Yes",2,"Medium","High","Private","Neutral",4,"No","College","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3353",23,72,"High","Low","Yes",10,84,"Low","Yes",2,"Low","Medium","Public","Negative",2,"No","High School","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3354",20,99,"High","Low","Yes",9,76,"High","Yes",2,"Low","Medium","Public","Neutral",5,"No","College","Far","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3355",16,93,"Low","Medium","Yes",7,60,"Medium","Yes",1,"Medium","Medium","Public","Positive",1,"No","High School","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3356",19,67,"Medium","Low","No",7,61,"High","Yes",1,"Medium","Medium","Private","Neutral",4,"No","College","Moderate","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3357",20,60,"Medium","Medium","Yes",6,70,"Medium","Yes",2,"Low","Medium","Public","Neutral",3,"Yes","Postgraduate","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3358",7,62,"High","Medium","Yes",8,51,"Low","Yes",0,"Medium","Low","Public","Positive",3,"No","College","Moderate","Male",58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3359",23,70,"Medium","High","No",7,94,"Low","Yes",3,"Medium","High","Public","Neutral",3,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"3360",14,65,"High","Medium","No",7,63,"Medium","Yes",2,"Low","Medium","Public","Neutral",3,"No","High School","Moderate","Male",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3361",13,81,"Medium","High","No",6,53,"Low","Yes",2,"Low","Medium","Public","Positive",4,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3362",10,94,"High","Low","No",5,71,"Medium","Yes",1,"High","Medium","Public","Positive",3,"No","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3363",9,89,"Low","High","Yes",7,91,"Medium","Yes",1,"High","Low","Public","Neutral",3,"No","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3364",12,69,"High","Low","No",7,70,"Medium","Yes",1,"Medium","Medium","Private","Positive",4,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3365",16,76,"Medium","High","Yes",6,63,"High","Yes",0,"Low","Medium","Public","Positive",1,"No","High School","Near","Female",86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3366",22,80,"High","Medium","No",6,77,"Low","Yes",0,"Medium","Medium","Public","Neutral",5,"No","College","Near","Male",71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3367",17,92,"Medium","Medium","Yes",8,79,"Medium","Yes",1,"Low","Medium","Public","Positive",3,"No","Postgraduate","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3368",21,94,"Medium","Medium","No",8,88,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3369",22,96,"High","Low","No",10,90,"High","Yes",2,"Low","Medium","Public","Neutral",3,"Yes","College","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3370",21,80,"High","High","Yes",8,85,"Low","Yes",1,"High","Medium","Public","Negative",3,"No","College","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3371",20,88,"Medium","High","Yes",5,50,"Medium","No",2,"Low","Medium","Public","Neutral",5,"No","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3372",13,64,"Medium","Low","Yes",7,50,"High","Yes",0,"Medium","Low","Public","Positive",4,"No","High School","Near","Male",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3373",29,83,"High","High","No",5,99,"Medium","Yes",0,"Medium","High","Public","Neutral",4,"No","College","Near","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3374",18,70,"High","Low","Yes",4,63,"High","Yes",1,"Medium","Medium","Public","Neutral",2,"Yes","High School","Near","Female",72,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"3375",10,77,"Low","High","Yes",10,64,"High","Yes",1,"Low","Medium","Private","Negative",3,"Yes","College","Near","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3376",14,85,"Medium","High","No",9,87,"High","Yes",0,"Medium","Medium","Public","Negative",3,"No","College","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
