"...1","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp","grupa1","grupa2"
3739,18,87,"Medium","Medium","Yes",6,92,"Low","Yes",1,"Low","Medium","Private","Neutral",4,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3740,12,79,"Medium","Low","No",9,80,"Low","Yes",1,"High","Medium","Public","Positive",2,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"poniżej 16","3.5"
3741,16,85,"Low","Medium","No",10,85,"High","Yes",1,"Medium","High","Public","Neutral",2,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3742,23,71,"Medium","Medium","No",7,56,"Low","Yes",1,"Medium","Medium","Private","Positive",4,"No","High School","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16-23","3.0"
3743,22,71,"High","Medium","Yes",8,63,"Medium","Yes",2,"Medium","High","Public","Negative",2,"No","High School","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3744,21,65,"Medium","Medium","No",6,100,"Medium","Yes",3,"Medium","Medium","Public","Neutral",4,"No","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3745,14,65,"Medium","High","Yes",5,72,"Low","Yes",3,"Low","High","Private","Negative",2,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3746,19,74,"Medium","High","Yes",7,68,"Medium","Yes",2,"Low","High","Public","Negative",2,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3747,7,91,"High","Medium","No",7,94,"High","No",3,"High","Medium","Public","Neutral",3,"No","Postgraduate","Moderate","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3748,21,84,"Medium","Medium","Yes",6,52,"Medium","Yes",2,"High","High","Public","Negative",5,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3749,29,64,"Low","Medium","No",9,77,"Medium","Yes",0,"Low","High","Public","Negative",2,"No","High School","Moderate","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
3750,11,94,"High","Low","Yes",10,61,"Medium","Yes",1,"Medium","Low","Public","Neutral",3,"No","College","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3751,16,84,"High","Low","No",6,68,"Low","No",3,"Medium","Medium","Private","Neutral",3,"No","Postgraduate","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16-23","3.0"
3752,22,98,"High","Medium","Yes",7,60,"Medium","Yes",1,"High","Medium","Public","Positive",1,"No","High School","Near","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
3753,28,87,"Medium","Medium","No",6,52,"Medium","Yes",4,"Low","Low","Private","Neutral",3,"No","Postgraduate","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
3754,17,67,"High","Low","No",10,71,"Medium","Yes",1,"Medium","Medium","Public","Positive",3,"No","High School","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3755,16,79,"Medium","Medium","No",8,89,"Medium","Yes",0,"Low","High","Private","Neutral",4,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3756,8,86,"High","Low","Yes",8,98,"Low","Yes",1,"Low","Medium","Private","Neutral",1,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3757,21,61,"High","High","No",9,81,"Medium","Yes",1,"Medium","Medium","Private","Neutral",3,"No","Postgraduate","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3758,12,61,"High","Medium","Yes",7,69,"High","Yes",0,"High","Medium","Public","Positive",3,"No","High School","Moderate","Female",68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3759,22,65,"Medium","Low","Yes",7,88,"Low","No",2,"Medium","Medium","Public","Positive",4,"No","College","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3760,20,70,"High","Medium","No",9,75,"Low","Yes",3,"Medium","Medium","Public","Neutral",4,"No","College","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3761,22,77,"Low","Medium","Yes",8,68,"Medium","Yes",3,"High","High","Public","Positive",4,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3762,20,79,"Low","Medium","Yes",6,59,"Medium","Yes",0,"Low","Medium","Public","Positive",2,"No","High School","Moderate","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3763,15,66,"Medium","Medium","No",6,90,"Low","Yes",2,"Medium","Medium","Public","Negative",3,"No","College","Far","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3764,25,87,"Medium","Medium","Yes",6,75,"Medium","No",0,"High","Medium","Private","Neutral",2,"Yes","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
3765,21,84,"Low","High","No",9,98,"Medium","Yes",1,"Low","Medium","Public","Negative",3,"No","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3766,20,72,"Medium","Medium","No",9,90,"Low","Yes",1,"Medium","Medium","Private","Neutral",2,"No","Postgraduate","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3767,14,61,"Low","Medium","Yes",10,71,"Medium","No",2,"Low","Medium","Public","Neutral",4,"No","High School","Near","Male",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","2.0"
3768,28,63,"Medium","High","Yes",6,87,"Low","Yes",0,"Low","Medium","Public","Positive",2,"No","High School","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
3769,24,76,"High","Low","No",7,73,"Medium","Yes",4,"Medium","Medium","Public","Neutral",2,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"powyżej 23","3.5"
3770,17,66,"High","Medium","No",6,54,"Medium","Yes",2,"High","Low","Public","Positive",3,"Yes","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3771,26,75,"Medium","Low","Yes",7,76,"Medium","Yes",2,"Medium","Medium","Public","Neutral",3,"No","College","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
3772,17,85,"High","Low","Yes",8,93,"Low","Yes",2,"Low","High","Public","Positive",3,"No","College","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3773,15,82,"Medium","Medium","Yes",7,93,"Medium","Yes",3,"Low","High","Public","Negative",2,"No","High School","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3774,15,69,"High","Low","No",9,79,"Low","Yes",1,"Medium","Medium","Private","Positive",2,"No","High School","Moderate","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3775,9,74,"Medium","Low","No",6,69,"Low","Yes",3,"Low","Medium","Private","Positive",2,"No","High School","Moderate","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3776,23,85,"High","Medium","Yes",8,51,"Low","Yes",0,"High","Low","Public","Negative",4,"No","College","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.5"
3777,9,94,"High","Low","No",6,66,"Low","Yes",0,"Low","High","Public","Positive",3,"No","College","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3778,13,90,"Medium","High","No",4,99,"High","Yes",1,"High","Medium","Public","Neutral",4,"Yes","College","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3779,8,82,"Medium","High","Yes",5,86,"Medium","No",0,"Low","Medium","Public","Negative",3,"No","Postgraduate","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3780,19,74,"Medium","Medium","No",7,86,"High","Yes",1,"High","Medium","Private","Positive",3,"No","Postgraduate","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3781,19,75,"Medium","High","No",10,88,"Low","Yes",0,"Low","High","Public","Positive",2,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3782,18,95,"Medium","Medium","No",6,81,"Medium","Yes",0,"Low","Medium","Public","Positive",3,"Yes","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3783,14,62,"Medium","High","Yes",7,79,"Low","Yes",2,"Medium","Medium","Private","Positive",2,"No","High School","Moderate","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3784,13,100,"Medium","Low","Yes",8,73,"Low","Yes",1,"Low","Medium","Public","Neutral",3,"No","Postgraduate","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3785,23,87,"Medium","High","No",6,72,"Medium","Yes",1,"Low","High","Private","Negative",3,"No","College","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3786,17,87,"High","High","Yes",6,94,"Medium","Yes",2,"Low","Medium","Private","Neutral",3,"No","High School","Moderate","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3787,22,62,"High","Medium","Yes",7,70,"Low","Yes",4,"Low","Medium","Public","Negative",2,"No","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3788,15,84,"Low","Medium","Yes",6,92,"Medium","Yes",3,"Medium","Medium","Public","Positive",3,"No","College","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3789,21,79,"Medium","High","No",4,92,"Low","Yes",0,"Low","Medium","Public","Negative",2,"No","Postgraduate","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3790,28,64,"Low","Medium","Yes",6,89,"Medium","Yes",0,"Low","Low","Public","Neutral",4,"No","College","Far","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
3791,24,71,"Low","Medium","No",8,52,"Medium","No",2,"Medium","Medium","Public","Negative",3,"No","College","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"powyżej 23","3.0"
3792,18,96,"Medium","Low","Yes",8,57,"Medium","Yes",1,"Low","Medium","Public","Negative",2,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3793,22,82,"High","Low","No",9,66,"Medium","Yes",1,"Low","High","Private","Negative",3,"No","High School","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3794,19,77,"High","Low","Yes",9,92,"Medium","Yes",2,"Low","Medium","Public","Positive",4,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3795,20,63,"Medium","Medium","Yes",6,94,"Medium","No",2,"Medium","Medium","Public","Neutral",3,"No","High School","Far","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
3796,18,89,"Medium","Medium","Yes",6,52,"Medium","Yes",3,"High","High","Public","Positive",3,"No","High School","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3797,19,88,"High","High","No",6,66,"Medium","Yes",3,"Medium","Medium","Public","Positive",2,"No","High School","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3798,21,85,"High","Medium","Yes",7,93,"Medium","Yes",0,"High","Medium","Public","Neutral",4,"No","High School","Moderate","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3799,14,80,"High","Medium","No",6,62,"Medium","Yes",0,"High","Medium","Private","Negative",2,"No","Postgraduate","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3800,14,77,"Low","Low","No",7,99,"Low","Yes",2,"Medium","Medium","Public","Positive",2,"No","Postgraduate","Moderate","Female",88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"poniżej 16","4.5"
3801,12,84,"Medium","High","Yes",7,74,"High","Yes",1,"Medium","High","Public","Negative",3,"No","College","Moderate","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3802,10,69,"Low","Medium","No",8,97,"Medium","Yes",1,"Medium","Medium","Private","Negative",3,"No","High School","Near","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3803,13,98,"Medium","High","Yes",6,71,"Medium","Yes",1,"Low","High","Private","Positive",1,"No","College","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
3804,21,84,"High","Low","No",6,66,"High","Yes",2,"High","Medium","Private","Positive",4,"Yes","College","Far","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3805,15,72,"Medium","Medium","Yes",8,68,"High","Yes",0,"Medium","Medium","Public","Positive",2,"No","High School","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3806,23,78,"High","Medium","No",8,94,"Medium","Yes",1,"High","Medium","Private","Neutral",2,"Yes","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3807,20,92,"Medium","Low","No",7,67,"Low","Yes",1,"Medium","Medium","Public","Positive",5,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3808,8,66,"High","High","Yes",8,83,"Medium","Yes",0,"Low","Medium","Private","Positive",4,"No","College","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poniżej 16","3.0"
3809,24,72,"Low","Medium","Yes",8,73,"Low","Yes",1,"Low","Medium","Public","Positive",2,"No","College","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
3810,25,87,"Low","Medium","Yes",10,97,"Medium","Yes",4,"Low","Low","Private","Neutral",3,"Yes","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
3811,14,73,"Medium","High","No",8,58,"Medium","Yes",2,"Low","High","Public","Negative",2,"No","College","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3812,23,92,"Low","Medium","Yes",10,71,"Medium","Yes",1,"Low","Medium","Public","Neutral",3,"No","College","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3813,15,65,"High","Low","Yes",7,56,"Medium","No",3,"High","Medium","Private","Positive",3,"Yes","High School","Near","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
3814,21,91,"Low","High","Yes",9,79,"Medium","Yes",2,"Low","Medium","Private","Neutral",3,"No","College","Far","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
3815,12,63,"High","Medium","No",9,70,"Low","Yes",1,"High","Low","Public","Positive",3,"No","College","Near","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
